"gene_id"	"AM-WT_R1"	"AM-WT_R2"	"AM-WT_R3"	"CD206neg-IM-CRE_R1"	"CD206neg-IM-CRE_R2"	"CD206neg-IM-CRE_R3"	"CD206neg-IM-WT_R1"	"CD206neg-IM-WT_R2"	"CD206neg-IM-WT_R3"	"CD206pos-IM-CRE_R1"	"CD206pos-IM-CRE_R2"	"CD206pos-IM-CRE_R3"	"CD206pos-IM-WT_R1"	"CD206pos-IM-WT_R2"	"CD206pos-IM-WT_R3"	"Ly6Cpos-Mo-WT_R1"	"Ly6Cpos-Mo-WT_R2"	"Ly6Cpos-Mo-WT_R3"
"ENSMUSG00000001270"	266.001	153	232.001	3454	3691	5182.999	4026	4222	4312	3252	4064.999	3507.001	3234	2708	3097	1426	1141	1788
"ENSMUSG00000001280"	2215	2781	2467	2079	2245.999	1691	2391.001	2605	2688	2082	2504	1762	2590	2648	2864	3164	2694	2441
"ENSMUSG00000001281"	329	168	227	811	690	1102	518.999	519	541	382	357	429	494	268	422	10615	7909	11354
"ENSMUSG00000001285"	489.808	512.257	538.461	233.466	296.443	362.158	273.416	324.835	228.597	253.859	363.786	225.855	247.069	228.391	194.741	258.911	275.268	265.62
"ENSMUSG00000001288"	438	443	429	716	938	1178	554	877	867	936	945	823	759	916	964	2696	2064	1941
"ENSMUSG00000001289"	2614.192	2732.743	3285.54	2151.534	2141.557	3271.843	2454.586	2169.165	2546.402	2621.141	2855.216	2578.144	2686.93	2141.609	2572.259	3247.09	2607.734	4246.379
"ENSMUSG00000001300"	121	136	312	375	120	1118	79	87	429	184	112	364	191	82	184	592	410	527
"ENSMUSG00000001305"	334	369	391	149	152	202	165	221	189	164	218	235	142	255	191	122	170	106
"ENSMUSG00000001313"	67	83	140	52	54	125	77.001	54	93	92	90	109	98	59	120	2	6	5
"ENSMUSG00000001323"	241	274	211	177	135.001	172	97.999	122	113	171	174	152	158	264	123.999	103	92	97
"ENSMUSG00000001333"	12	1	5	0	1	17	0	6	1	0	0	0	0	0	3	0	0	4
"ENSMUSG00000001334"	0	4	0	0	5	2	1	0	0	0	0	0	1	0	1	0	0	0
"ENSMUSG00000001348"	4124	4151.001	4670	1148.999	1152	1581.001	1354	1117.001	1563.999	575	673.001	743	779	598	739.001	580	421	592
"ENSMUSG00000001349"	1	5	0	92	5	402	8	29.001	40	10	18	62	7.999	6	14	5	0	0
"ENSMUSG00000001366"	516	575	510	274.002	280	360.999	247.999	329.999	281	359	317	294	204.999	272	211.999	397	379.999	317
"ENSMUSG00000001376"	775.001	944.999	647	483	573	549	555.001	539.001	472	600	720	511.999	532.999	522	707	494	383.999	363
"ENSMUSG00000001380"	1116	1108	1172.001	564	566	815	605	627	565	632	765	664	582	559	621	844	756	707
"ENSMUSG00000001383"	1275	1440	1362	917	714	979	837	803	711	1013	1012	892	707	890	957	1580	1087	1267
"ENSMUSG00000001403"	279	374	198	84	88	68	40	82	18	60	39	117	25	92	14	39	37	47
"ENSMUSG00000001415"	1984.999	1950	2449	1107	1203.999	1682	1180.999	1269	1290	1145	1390	1207.999	1321	1353	1324.999	1297	1044	1042.999
"ENSMUSG00000001416"	2417	2334	2614	1626	1571.999	2270.999	1679	1607.999	1557	1770	2111.999	1891.001	1711	1621	1828.001	1433.999	1018.999	1458.001
"ENSMUSG00000001418"	3962.999	4030	4213.001	2004.001	2027	2939	2121.999	2099.999	2125.001	2701	3073.999	2913.999	2709	2436	2983	1828.999	1585	2231
"ENSMUSG00000001419"	2460.999	2834	3112.999	4391.001	4841	5560	5197.001	5120	5849	3328.001	4468	3674.001	5173.001	4332.999	5322	8318	5886	6600.001
"ENSMUSG00000001420"	31	31	15	1	1	23	9	3	3	1	2	4	0	0	6	0	4	1
"ENSMUSG00000001424"	4335	4696	5074	2309	2585	2943	2335	2664.001	2495	2659	3057	2780	2786	2846.999	2819	4864	4016	4650.999
"ENSMUSG00000001435"	10	33	70	223	34	1031.999	17	53	146.999	78	35	136	57	46	59	11	5	31
"ENSMUSG00000001436"	161	203.999	236	127	239	179	137	214.999	187.999	116	230.001	138.999	201	227	202.001	41	63	45
"ENSMUSG00000001440"	4232	4980	4457	3264	3525	3280	3306	3751.001	3544.001	3818.001	4496	3224	4159	4268	4454.999	3267	2552	2805
"ENSMUSG00000001441"	1732.999	1917.999	1781.001	962.999	933.001	1000.001	953.001	1035.999	983	952	1130	841.001	1090.001	998	1118.999	919	925	820
"ENSMUSG00000001444"	8	13	18	48	22	20	24	29	30	5	8	10	16	10	4	41	1	20
"ENSMUSG00000001445"	773	670	690	287	379	535	389	400	329	479	519	373	375	359	386	547	483	430
"ENSMUSG00000001467"	2373	2646	2938	911	833	948.999	1059	1100	1125	1038.001	1163	941	932	1117	1215	3176	2116	2900
"ENSMUSG00000001472"	6419.002	6600.999	7376	5715.001	6201.001	7506.999	5966.999	6012.001	6295	4775	6191	4717.001	5605.001	4900	5684	8160	6693	6942
"ENSMUSG00000001473"	3338	2642	4357	6108	5727	10424	8110	6433	10135	8589	9503	11463	12486	7966	13339	4910	3288	6030
"ENSMUSG00000001482"	1513	1732	1538.001	310	353	425	251.001	308	302.001	355	388	345	269.001	309	339	763.001	510	641
"ENSMUSG00000001493"	3	13	12	20	0	70	3	8	13	7	0	15	3	0	9	8	7	10
"ENSMUSG00000001494"	1	0	0	4	0	18	1	3	0	0	1	0	2	0	2	0	0	0
"ENSMUSG00000001496"	11	10	57	31	10	175	5	13	54	20	12	16	8	3	6	2	3	9
"ENSMUSG00000001497"	1	0	0	18	0	64	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000001504"	8	14	6	15	5	106	0	4	43	14	3	29	17	6	7	0	2	0
"ENSMUSG00000001506"	134	194	311	575	281	2909	152	418	403	235	110	546	275	140	258	58	75	121
"ENSMUSG00000001507"	32	106	180	114	19	774	38	40	226	78	28	140	134	55	100	36	60	83
"ENSMUSG00000001508"	0	0	0	7	1	11	0	1	1	0	0	4	1	0	0	0	0	0
"ENSMUSG00000001510"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000001517"	362.999	419	223	135	136	164	140	136	119	153	169	174	119	148	105	56	78	77
"ENSMUSG00000001518"	185.001	151	217	138	162.001	161.001	144	136	128.999	80	154.999	113	108	83	156	117.999	128	83
"ENSMUSG00000001520"	0	4	0	13	0	42	0	0	0	1	0	0	2	0	0	1	12	15
"ENSMUSG00000001521"	16	22	47	116	70	232	51	91	59	136	147	167	124	130	103	32	9	35
"ENSMUSG00000001524"	160	262	196	125	133	164	118	113	137	159	198	233	169	148	123	119	108	206
"ENSMUSG00000001525"	8702	9348.92	7462	3776	4147	5444	4190	4440	4106	4500.999	5180	4424.001	4775.999	5473.001	4924	1652	1451.999	1404
"ENSMUSG00000001542"	3894.001	2684	4387	2475	1679.999	2011	2794.999	1479.001	2448	1926.999	1694	1931.999	2434	1051.001	2949.001	2733.001	1249.001	2464
"ENSMUSG00000001552"	3074	3189	3912.001	2052	1843.999	4249	2522	2430	3583.999	1904.999	2167	2272.999	2655	1917	2620.999	1007	868	1043.001
"ENSMUSG00000001555"	13	3	36	33.001	7	144	3	9	23.001	18	3	26	12	21	27	18	1	33
"ENSMUSG00000001558"	0	3	0	5	3	5	3	2	7	0	0	4	1	16	0	0	0	0
"ENSMUSG00000001566"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000001569"	626	722	738	389	339	443	398	403	355	366	444	349	325	491	393	459	475	453
"ENSMUSG00000001576"	1789.001	1922	1936.001	1219.998	1382.001	1468.999	1327.001	1460.001	1403.999	1473	1786.001	1426.001	1685.999	1547.001	1634.002	712.001	524.999	710.001
"ENSMUSG00000001583"	0	13	0	12.999	0	32	0	6	5	4	0	8	0	0	1	0	0	0
"ENSMUSG00000001588"	401.999	384	484	195	133.999	142	68	112	124	36	61	45	36	34	36	225	130.999	149
"ENSMUSG00000001604"	4	1	5	73	27	96	42	35	34	54	37	36	9	6	14	45	69	105
"ENSMUSG00000001622"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000001627"	7539	7098.999	9642	15622	13425	17805	16938	16460.999	19025	13958.001	15119	13656	15972	14021	18853.001	6833	5785.001	6473.001
"ENSMUSG00000001630"	663	652	841	1468	1361	1741	1337	1435	1547	1379	1476	1463	1464	1284	1788	609	358	581
"ENSMUSG00000001632"	2002	2130	2057.001	1333	1726	1735.999	1461.999	1753	1593	1366.999	1670.999	1204.001	1328	1422	1611	3402	3189	2606.999
"ENSMUSG00000001642"	6724.999	7135	8419	1618.999	1812	2811	1854	1853.999	2059	2130.999	2588	2480	2320.001	2315	2526.999	2276	1542.001	2439
"ENSMUSG00000001655"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000001656"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000001657"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000001661"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000001663"	8	11	26	113	70	271	52	55	139	86	113	144	86	49	85	4	15	26
"ENSMUSG00000001665"	300	243	335.139	110	119	275	102.999	141	155	142	189	167	121.127	170	121	35	67	38
"ENSMUSG00000001666"	271	219	290.855	206	195	330	139	136	184	191	216	275	195.817	151	161	165	122	210
"ENSMUSG00000001670"	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000001672"	0	0	0	17	0	25	1	1	7	4	0	4	2	0	3	0	0	0
"ENSMUSG00000001674"	1040	880	927	583	626	746	561	595	527	623	669	595	506	791	678	405	429	404
"ENSMUSG00000001687"	3684	4477	4487	3222	3173.999	3348	3280	3185	3355.001	3247.001	3703	3323	3271	3076	3694.999	5662.001	4578	5762
"ENSMUSG00000001700"	110.001	44	86	225	154	202.001	133	148	175	196	227	156	196	299	247	670	486	598
"ENSMUSG00000001707"	411	454	450	219	153	196	166	180	190	188	189.999	173	135	239	141	177	164	137
"ENSMUSG00000001729"	6869	7357	7573.001	3433	3979.998	4728	4239.999	4618	4435	3941.001	4862.001	4005	4482	4777.999	4493	7933.998	5945.001	7368
"ENSMUSG00000001739"	0	0	8	20	0	41	3	5	6	12	1	18	1	20	3	25	16	27
"ENSMUSG00000001741"	1131	1454	1010.001	693	795	579.001	724	1087	738.999	923	1216.999	666	954	1250	1055	481	926	362
"ENSMUSG00000001750"	5324.001	5893	6969.001	8949.999	9568.001	12972	9393.001	9702.001	10245	7325.999	8852	7932.001	7340.999	6169	7476.998	6091	5835.001	5630.999
"ENSMUSG00000001751"	1581	1800	2084	649	756	922	725	737	706	845	1049	936	859	681	997	391	343	474
"ENSMUSG00000001755"	406.001	444	449.001	248	265	370	310	271	291	310	276	310.001	261.001	271	306	230	234.001	181
"ENSMUSG00000001761"	12	26	19	264	267	325	315	449	363	354	448	284	431	397	504	72	76	100
"ENSMUSG00000001763"	52	35	43	311	470.001	308	445.001	563	537	279	357	266.001	466	359	340	124	77	118
"ENSMUSG00000001767"	888	979	936	367	363	363	385	353	290	465	384	366	312	375	364	843	707	645
"ENSMUSG00000001768"	5341	5339	5292	3213	3640	3306	3661	3201	3447.999	3954.001	4938	3322	3426.001	3383	3673	3753	2740	2809
"ENSMUSG00000001773"	0	0	0	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000001774"	863	994.001	892	454	380	557	486.999	454	345.999	560	508.999	425	449.999	641	474.001	633	467.001	465.001
"ENSMUSG00000001783"	2275	2426	2456	2581	2556	3431	3418	3063	3203	2731	3176	2631	2846	3100	3097	1789	1402	1829
"ENSMUSG00000001785"	744.999	764	628	354	344	436	396	470	457	362	453	405	450	489.001	511	326	331	275
"ENSMUSG00000001786"	384	339	427.999	300.999	241	310.001	221	269	262	233	325.999	305	313	357	319.999	319	248.999	285
"ENSMUSG00000001794"	7102	6825.999	8743	3704.001	3751	5885.001	3821.999	3711	3691	4684.999	5203	4782	4122.001	3771.001	4553	6319	4932	7267
"ENSMUSG00000001802"	0	4	6	1	1	29	1	1	7	3	4	3	5	0	8	6	1	6
"ENSMUSG00000001804"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000001815"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000001819"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000001823"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000001827"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000001829"	382.001	369.001	557	376	385.999	555	405	459	457	433.999	420	558.999	436	386	501	252.001	241	265
"ENSMUSG00000001833"	2728.999	3174	2724	2312	2223.001	2225	2432	2346	2059	2866.999	2793	2303	2234	3069	2549	2373.999	1907.998	2030
"ENSMUSG00000001844"	254.999	415	383	260.999	273.001	422.999	293.999	262.999	263.999	303	352.001	273.001	332	207	327	389.999	365	436.001
"ENSMUSG00000001847"	11273	13427	12164	6329	6123	7683.999	7019	6572	6409	7791	8082	6648.999	7044	7504	7748.001	11698	8888	11000
"ENSMUSG00000001855"	1509	1745	1564	1279.001	1452.001	1305	1184.999	1608	1346	1231	1648	1132	1441.001	1467.999	1543	1094	1203	940
"ENSMUSG00000001864"	2	3	2	0	0	24	0	0	0	3	3	3	0	4	0	4	7	0
"ENSMUSG00000001865"	5	0	0	2	12	1	0	0	4	0	0	0	0	6	0	0	2	0
"ENSMUSG00000001870"	54	48	83	134	56	559.999	25	48	143.001	97.999	21	135	75	44	66	28	21	58
"ENSMUSG00000001891"	2149	2848	2321	959	791	1019	840	817	709	1045	1063	882	761	1176	999	1638	1408.001	1435
"ENSMUSG00000001901"	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000001909"	660.999	711	816.001	846.001	1024.999	1117.001	758.001	1010	799	789.001	1031.999	823	849.999	742	861.999	642.999	507.999	573.999
"ENSMUSG00000001910"	1827.001	2188.001	2102	1313.001	1465	1663.001	1467	1652	1469.999	1239	1878.999	1390	1482	1523	1625	2137	1783	1662
"ENSMUSG00000001911"	1895	2396	2173	1043.999	1076.001	1544	928	1214	1187	948	1190	922	1072	812.001	1046	1541	1284	1059
"ENSMUSG00000001918"	1152	1432	1557	2495	2587.001	4060.001	2732	2679.999	3144.001	1719	2199.001	1949	2039	1591	1939	1539	1177	1370
"ENSMUSG00000001924"	6293.999	6808	7036.999	4507	5012.001	5545.999	4774.999	5357	5010	5057	6101.001	4955	5190.001	4777	5386	7794	6145	7289
"ENSMUSG00000001930"	2245	2922	2949	2289.999	584	11865	391	890.999	1955	675.999	450	1255.999	697	576	849.001	513	329	390
"ENSMUSG00000001942"	921	998	978	446	675.999	625	602	655	679.001	726	863.001	703	821.001	953.999	871	402.001	359	410
"ENSMUSG00000001943"	0	0	0	4	6	60	15	0	11	0	0	5	3	0	6	3	1	5
"ENSMUSG00000001946"	58	58	234	192	47	1208.001	49	69	283	112	16	253	132	55	165	84	105	242
"ENSMUSG00000001948"	19	18	6	17	15	47	23	21	10	15	11	20	6	19	22	5	7	15
"ENSMUSG00000001962"	1515	1407	1615.001	911	960	1280	1170	1021	1008	966	1120	1219	1027	914	1109	925	817	880
"ENSMUSG00000001964"	1721.335	1780.988	2041.987	1205.916	1361.517	1690.843	1531.102	1456.257	1549.658	1391.035	1627.401	1407.554	1625.5	1279.992	1705.531	3089.296	2168.419	2838.744
"ENSMUSG00000001983"	121	123	129	63	49	46	23	58	39	23	58	34	37	62	53	44	31	10
"ENSMUSG00000001985"	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
"ENSMUSG00000001986"	16	5	20	8	5	90	5	11	21	3	3	24	18	0	8.999	62	76	68.999
"ENSMUSG00000001988"	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
"ENSMUSG00000001995"	220	237	363	899	1012	1200	860	967	964	1088	1341	1054	1333	1073	1315	706	628	549
"ENSMUSG00000001998"	251	332.999	275	318	376.001	282	325	363	414	300	383	248.001	273	324	329	318	314	230
"ENSMUSG00000001999"	3296	3692.001	3884	547.999	642.999	826	584	605	519	762	907	930	772	815	947.999	769.999	539.999	1034
"ENSMUSG00000002006"	18	7	17	30	31	43	57	46	59	28	33	26	16	21	29	13	3	7
"ENSMUSG00000002007"	10	1	6	110	157	174.999	243	355.999	278	46.001	65.999	43	89	46	111	9	11	14.001
"ENSMUSG00000002010"	2532.999	2548	3041	1558	1782	2160	1682	1601.999	1707.999	1863.999	2105.001	1937.999	1775.001	1508	1788	2094.999	2085.001	2744.001
"ENSMUSG00000002012"	6	0	0	2	1	21	0	2	3	5	3	1	1	5	3	0	1	3
"ENSMUSG00000002014"	1845.001	1914.001	2289.001	1112	1316	1791.001	1184.001	1271.999	1301	1337	1614.001	1545.001	1316.999	1018	1324.998	2153	1803.999	2671
"ENSMUSG00000002015"	1736	1862	1839	1404	1316	1938	1655	1566	1572	1675	1940	1812	1707	1508	1897	2288	1903	2562
"ENSMUSG00000002017"	583	559	655	228	249	224	226	315	232	305	302	248	239	390	258	205.001	220	205
"ENSMUSG00000002020"	53	50	112	62	49	365	14	57	129	56	25	61	57	41	45	23	12	39
"ENSMUSG00000002028"	1608	2273	1752	3370.999	4085	2563	3628.001	4638	4223	2391	3705	1863	2989	3446	3661.999	1972	1954	1236
"ENSMUSG00000002031"	484.001	445	518.001	431	325.001	569.999	368.999	433	373.999	437.002	447.999	309.999	400.001	337.001	422.001	306.001	274.999	338.001
"ENSMUSG00000002032"	0	4	3	4	5.999	26	34	18	8	19	11	23	6	0	9	4	8	20
"ENSMUSG00000002033"	44	6	21	7	13	3	14	15	30	5	10	6	6	32	15	84	51	61
"ENSMUSG00000002043"	465.999	297	642	205	209	361.999	190	229	223.999	294	311	349	223	114	259	412	370	499.999
"ENSMUSG00000002052"	2940	3321	3472	2318	2604	2856	2728	2710	2496	2069	2832	2135	2361	2568	2803	3319	2771	2642
"ENSMUSG00000002055"	247	191	145	81	96	88.999	40	90	21	127	105	71	21	123	40	28	19	17
"ENSMUSG00000002057"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000002058"	4724.001	5114	5637	317	351	565	271.001	346	292	246	320	288	203.999	249	296	801	824	855
"ENSMUSG00000002059"	40	28	44	83	98	216	85	123	84	189.999	205	122	191.999	118	204	12	0	3
"ENSMUSG00000002064"	849	692.001	947	497	496	864	438	515.999	516	583	808	674	637.999	576	599	677	487	721
"ENSMUSG00000002068"	113	122	60	47	7	28	8	22	5	39	26	23	10	47	8	18	25	7
"ENSMUSG00000002076"	0	0	0	10	14	4	5	7	6	23	9	20	6	0	19	3	0	1
"ENSMUSG00000002083"	78	78	72	291	275	344	265	330.999	264	161	254	253	201	173	222.999	460	374	374
"ENSMUSG00000002100"	36	62	89	41	87	80	123	96	132	37	74	62	94	61	88	33	73	28
"ENSMUSG00000002102"	2318	2749.999	2756	1666.999	1602.999	2313	1758	1592	1797	1966	2185	1917.999	1789.999	1730	1997	1998.001	1647	2192.999
"ENSMUSG00000002103"	2685	3083.001	2963	2474	2827.999	2494	2092	2465	2011	3174	4117.001	3124	2919	4132	3368	1152.001	1035	1055
"ENSMUSG00000002104"	8	0	0	38	47	49	61	58	55	24	42	32	33	42	31	0	0	0
"ENSMUSG00000002105"	559	669.999	729.999	538.001	615	850.001	635	601	763.001	561.001	761	486.001	552	541	585.001	294	332.001	357.001
"ENSMUSG00000002107"	3914.001	4401.001	4040	3804	3813.001	3165	4486.001	4189.999	3977.001	3585.001	4406.998	3468.999	3608	3880.999	4183	4994.999	4015	4047
"ENSMUSG00000002108"	1130	1017	1446.999	291	300.001	441	238	241	230	227.999	298.001	269	194	239	255.999	272	266.001	376
"ENSMUSG00000002109"	94	100	103.001	171	202.001	294	210	215.001	192	200	212	220	161	111	232	83	53	74.999
"ENSMUSG00000002111"	8721	8858	10559	4904	5549.999	6272	5920.999	6118	5602	5602	6694	6000	5785	6082	6134	10131	9051.001	10201
"ENSMUSG00000002129"	1490	1454	1598	938	1163.999	1187	1053.999	1193	1077	1036	1170	964	1100.999	1163	1219	1039	911	765
"ENSMUSG00000002147"	5269	6163	5786.999	3871	4059.001	4516.001	4674	4462.001	4417.001	3937	4802	3798	4145	4394.999	4488.999	7375.999	6166	5844
"ENSMUSG00000002190"	2	14	11	3	2	7	7	10	25	5	7	5	3	6	19	0	2	0
"ENSMUSG00000002204"	1296	1094	1460	1347	1254.001	2186.999	982.001	884	1059	721	711	818	640	485	806	11653	9589.999	12699
"ENSMUSG00000002205"	721	827	750.999	469	518	666.999	485	595	515.001	628	617	572.001	521.999	607	676	943.999	883.999	897
"ENSMUSG00000002210"	472	454	602.999	969	1002	1283	894	976	1190.001	841	1125.999	1037	1153	1094	1106	504	491.999	483
"ENSMUSG00000002221"	538	597	574.001	479.999	549	600	404.999	586	643.001	421	626.001	487	487.001	520	587	527	544.001	533
"ENSMUSG00000002222"	2199	3044	2277.001	2651.999	2471	2381	2357.001	2841	2510	2520	3132	2442.999	2556	2833	3110	2021	1594	1492
"ENSMUSG00000002227"	189	171	187	313	342.001	338	242	321	263	229	325	231	195	236	240	373	372	252
"ENSMUSG00000002228"	325	324	479	22	26	67	22	13	36	6	8	17	29	19	28	8	14	10
"ENSMUSG00000002233"	3962	3831	4924.999	1387.999	1201	2799.001	1775.999	1540	2147.001	1946	1841.001	2278.001	2436	2074	2699	156	99	146
"ENSMUSG00000002240"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000002249"	2	6	0	17	19	187	19	24	44	19	21	19	28	83	50	3	3	0
"ENSMUSG00000002250"	835	932	846.999	1017	1046	1648	1064	900	1219	968	1064	1438	1738.001	820	1803.001	1085	976	947.001
"ENSMUSG00000002257"	1994.999	1933	1997	572	582.001	708	431.999	699	540	427	537	399	424	322	395	1215	1043	911.001
"ENSMUSG00000002265"	5	6	16	39	4	126	26	19	20	3	9	42	7	0	10	4	2	8
"ENSMUSG00000002266"	0	5	0	0	0	1	0	0	0	0	1	0	0	7	0	0	3	0
"ENSMUSG00000002274"	142.001	139.999	152.999	130.001	91	160	90.001	155.001	128	121	153.001	172.001	189.999	153	162	86	64	125
"ENSMUSG00000002279"	385	309.001	441	334	353	489	401	427	308	344.001	435	437.999	422.001	291.999	483.001	850.001	680.001	892.999
"ENSMUSG00000002280"	624	587.999	544	289	283	353	285	371.001	265	321	346	321	297	415	264	451	433	369
"ENSMUSG00000002289"	4735	4601	5755	92	89	336	90	95	88	66	34	71	104	41	116	159	89	119
"ENSMUSG00000002297"	369.999	449	326	261.999	215	265	275	306	258	242	259	284	263.001	365.999	315	368	313.001	307.001
"ENSMUSG00000002307"	1035.999	1035	1090	422	481.999	566	442.999	505	485	323	459.001	393.001	358.999	442	298	2772.001	2302	1935.999
"ENSMUSG00000002308"	82	110	122	68	38	107	50	40	41	46.999	77	63.999	60	37	58	33	13	21
"ENSMUSG00000002319"	858	942.165	978.926	617.114	837.002	878.49	689.312	749.013	683.58	688	839	768.999	838.479	685.999	705.571	432.001	332.999	390
"ENSMUSG00000002320"	1426	1261.374	1497.98	953.107	989.001	1265.36	982.807	1058.132	1007.236	1023	1316.999	1135.001	1149.213	1037.999	1210.879	1250.001	983.001	1229
"ENSMUSG00000002324"	7	0	0	14	9	27	6	0	9	13	10	8	4	0	4	0	3	0
"ENSMUSG00000002325"	332.122	346.001	337.999	956.001	958.999	1408	1448	1405.999	1104.389	984	1182.001	979.001	1088.999	1320	1201.001	3274	2453.001	2402
"ENSMUSG00000002326"	723	698	685	447	523.999	683	528	594.001	418.001	580.999	767	627	468	656	587.999	672	514.999	701
"ENSMUSG00000002329"	386.999	373	473	488	479	577	556	489	459	390	463	410	391	490	447	445	394.001	437.001
"ENSMUSG00000002332"	1053	1003	1067	665	687	947.001	641	696.999	675	905	984	919	765	642	980	1299.999	972	1092
"ENSMUSG00000002341"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000002342"	531.999	512.999	492.001	411.001	376.999	558.001	430.998	416	465	485.001	558	506.001	427	380	532.001	352.001	233	372.999
"ENSMUSG00000002343"	138	162.001	110	81	94	134.001	69.999	90	82	143	101.001	117	102	115	93	45	25.999	55
"ENSMUSG00000002345"	372	432.001	393.001	249	257.999	268	201.999	240	185	224	254	256	201.001	237	273	347.001	310.999	362
"ENSMUSG00000002346"	83	130	67	63	93	135	58	106	78	36	96.001	73	68	109	75	97	62	38
"ENSMUSG00000002365"	2084	2479	2133	1666	1900	2050	1940	1894	1921	2487	2920	2192	2291	2201	2691	1598	1381	1379
"ENSMUSG00000002372"	1081	1197	1428.999	808	1059.001	1355	878	1073.001	1062	919.001	1152.001	924.999	862	886	968	1193.999	878	976
"ENSMUSG00000002379"	794	730	995	242.999	298	601	260	257	310	365.999	428	474	344	262	356	622.001	551	1039
"ENSMUSG00000002384"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000002393"	449	531	642	221	184	355	184	198	180	192	334	220	247	206	221	311	283	338
"ENSMUSG00000002395"	1162.999	1505	1665.001	1305.001	1462.999	2077.001	1570	1501	1637.999	1605	1649.999	1735	1577.002	1418.999	1710	2430	1979	3354.001
"ENSMUSG00000002396"	292	296	342.999	223	283	339	337.999	287.999	301	244.999	373	239	292	205.999	297	424	407	334
"ENSMUSG00000002409"	158	263	133	148	174	237	164	162	123	103	199	107.999	158	110	152	186	171	127
"ENSMUSG00000002413"	730	972	697	886.999	846	728	778	845	767	632	768	620	729	685	827	1422	1181.999	1007.999
"ENSMUSG00000002416"	453	546	693	285.001	287.999	411	274	251.988	232.999	292.001	333.979	339	259.953	285.001	203.999	442.001	323	567
"ENSMUSG00000002428"	913	1116	857	1097	1120	841	1123	1327.001	967	948	1220	804	782	1162	1024	1059	1006	860
"ENSMUSG00000002455"	1159	1328	1236	760.001	894	1134	849	934	851	865	1018	755	912.999	1028	1041.001	1042	944	880
"ENSMUSG00000002458"	2018	2122	1989.999	943.998	989.999	1091.001	940	1103.001	929	899.999	1288	988	891.999	1079	940.002	1456	1374	1327.998
"ENSMUSG00000002459"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000002475"	414	430	528	30	46	63	38	36	40	34	26	42	66	65	64	21	8	6
"ENSMUSG00000002477"	1077	917	883	345	320	425	441.001	254	303	410.001	395	452	302	323	452	571	428	501
"ENSMUSG00000002486"	95	113	111	212	177	252	215.999	229.001	213	163	193	170	149	206	186	117	84	78
"ENSMUSG00000002489"	144	80	77	1127.999	1120	1039	481	649	603	1004	1168	871.001	670	709	676	6293	5315.001	4324
"ENSMUSG00000002496"	1507	1650.999	1786	1528	1613.999	2043.001	1478.999	1730.001	1616	1640.001	1978	1444	1721	1757	1718	1350.001	1203.999	1056
"ENSMUSG00000002500"	51	44	89	0	0	0	0	0	0	0	0	2	0	0	0	5	15	6
"ENSMUSG00000002504"	373	588	746.001	363	85	1500	154	168	447	265.001	115	407	205	159	269	134	123	169
"ENSMUSG00000002524"	1932.001	1852.001	2088.999	1544.999	1506.001	2233.999	1599.001	1809.999	1824.001	1733.999	1985	1679	1955.999	1508	1922	2065	1705.999	1973.001
"ENSMUSG00000002546"	1530.001	1576.999	1561	1210	1392	1691	1281	1433.999	1284.999	1143.001	1786.999	1225	1412	1475	1469.999	1193	1233	1003.001
"ENSMUSG00000002550"	710	671.001	707	315	363	502	363.999	435.999	426	345	400	440.001	385.999	409	448	431	345	424.001
